TBLID,GEOID,GEONAME,PROFTBL,PROFLN,TITLE,EST_19,EST_18,SIG90_19_18,EST_17,SIG90_19_17,EST_16,SIG90_19_16,EST_15,SIG90_19_15
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,4,Cohabiting couple household,7.3%,6.5%,,6.3%,,5.1%,*,6.4%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,5,With own children of the householder under 18 years,3.6%,3.0%,,3.4%,,3.2%,,2.4%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,6,"Male householder, no spouse/partner present",16.2%,13.8%,,15.3%,,14.8%,,13.2%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,7,With own children of the householder under 18 years,0.7%,0.0%,*,0.5%,,0.5%,,0.8%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,8,Householder living alone,12.1%,10.4%,,12.0%,,10.0%,,9.2%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,9,65 years and over,4.0%,4.3%,,5.6%,,4.0%,,3.1%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,10,"Female householder, no spouse/partner present",34.7%,35.7%,,36.0%,,38.0%,,35.7%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,11,With own children of the householder under 18 years,9.0%,8.5%,,7.6%,,9.6%,,9.5%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,12,Householder living alone,15.2%,15.7%,,16.0%,,17.8%,,15.1%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,13,65 years and over,9.0%,9.7%,,7.8%,,9.2%,,9.7%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,13.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,14,Households with one or more people under 18 years,28.4%,28.6%,,26.2%,,28.7%,,29.8%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,15,Households with one or more people 65 years and over,38.4%,40.6%,,38.3%,,37.6%,,38.4%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,15.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,16,Average household size,2.66,2.70,,2.62,,2.76,,2.80,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,17,Average family size,3.23,3.29,,3.21,,3.39,,3.35,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,17.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,17.5,RELATIONSHIP,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,18,Population in households,"173,188","172,869",,"180,136",*,"183,919",*,"186,743",*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,19,Householder,37.7%,37.1%,,38.2%,,36.2%,,35.7%,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,20,Spouse,15.7%,16.2%,,15.9%,,15.3%,,16.1%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,21,Unmarried partner,3.0%,2.4%,,2.5%,,1.8%,*,2.1%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,22,Child,32.4%,33.9%,,33.3%,,34.7%,,36.0%,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,23,Other relatives,10.1%,10.0%,,9.6%,,10.7%,,9.2%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,24,Other nonrelatives,1.2%,0.4%,*,0.4%,,1.3%,,0.8%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,24.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,24.5,MARITAL STATUS,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,25,Males 15 years and over,"70,740","69,849",,"72,165",,"73,593",*,"75,499",*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,26,Never married,38.3%,36.7%,,37.1%,,38.1%,,41.0%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,27,"Now married, except separated",42.8%,43.9%,,44.9%,,43.3%,,43.6%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,28,Separated,2.0%,0.8%,*,2.8%,,2.7%,,1.8%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,29,Widowed,2.6%,3.0%,,4.4%,*,2.7%,,3.4%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,30,Divorced,14.4%,15.5%,,10.7%,*,13.2%,,10.2%,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,30.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,31,Females 15 years and over,"78,777","78,522",,"82,023",*,"82,585",*,"82,081",*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,32,Never married,28.4%,29.1%,,30.1%,,30.8%,,30.8%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,33,"Now married, except separated",37.8%,39.5%,,37.2%,,38.1%,,39.9%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,34,Separated,2.7%,2.0%,,1.9%,,2.3%,,1.9%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,35,Widowed,13.7%,12.9%,,14.3%,,12.7%,,11.2%,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,36,Divorced,17.3%,16.6%,,16.5%,,16.1%,,16.2%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,36.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,36.5,FERTILITY,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,37,Number of women 15 to 50 years old who had a birth in the past 12 months,"1,236","1,431",,N,,931,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,38,"Unmarried women (widowed, divorced, and never married)",8.8%,15.7%,,N,,73.7%,*,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,39,"Per 1,000 unmarried women",4,9,,N,,24,*,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,40,"Per 1,000 women 15 to 50 years old",30,36,,N,,21,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,41,"Per 1,000 women 15 to 19 years old",0,20,,N,,26,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,42,"Per 1,000 women 20 to 34 years old",56,48,,N,,36,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,43,"Per 1,000 women 35 to 50 years old",18,30,,N,,6,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,43.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,43.5,GRANDPARENTS,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,44,Number of grandparents living with own grandchildren under 18 years,N,N,,N,,"4,416",,"4,661",
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,45,Grandparents responsible for grandchildren,N,N,,N,,42.8%,,55.2%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,45.9,Years responsible for grandchildren,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,46,Less than 1 year,N,N,,N,,3.8%,,3.6%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,47,1 or 2 years,N,N,,N,,8.6%,,8.3%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,48,3 or 4 years,N,N,,N,,9.5%,,22.3%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,49,5 or more years,N,N,,N,,20.9%,,21.0%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,49.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,50,Number of grandparents responsible for own grandchildren under 18 years,N,N,,N,,"1,889",,"2,574",
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,51,Who are female,N,N,,N,,52.0%,,55.7%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,52,Who are married,N,N,,N,,81.3%,,81.9%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,52.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,52.5,SCHOOL ENROLLMENT,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,53,Population 3 years and over enrolled in school,"39,535","37,871",,"41,264",,"44,212",*,"45,636",*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,54,"Nursery school, preschool",4.5%,5.5%,,4.3%,,7.2%,*,4.3%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,55,Kindergarten,2.7%,4.2%,,5.3%,,3.1%,,3.6%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,56,Elementary school (grades 1-8),39.6%,41.1%,,36.3%,,39.4%,,39.9%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,57,High school (grades 9-12),17.9%,18.7%,,23.8%,*,19.3%,,24.2%,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,58,College or graduate school,35.3%,30.4%,,30.3%,,31.0%,,28.1%,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,58.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,58.5,EDUCATIONAL ATTAINMENT,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,59,Population 25 years and over,"126,024","126,450",,"129,292",*,"130,500",*,"131,319",*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,60,Less than 9th grade,14.6%,15.3%,,17.1%,,18.2%,*,19.6%,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,61,"9th to 12th grade, no diploma",6.5%,9.8%,*,6.9%,,10.4%,*,9.0%,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,62,High school graduate (includes equivalency),27.6%,27.7%,,27.1%,,26.7%,,28.3%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,63,"Some college, no degree",10.6%,11.2%,,10.2%,,12.6%,,14.4%,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,64,Associate's degree,16.3%,12.2%,*,14.3%,,11.8%,*,9.0%,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,65,Bachelor's degree,17.7%,17.6%,,18.2%,,16.4%,,15.9%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,66,Graduate or professional degree,6.7%,6.3%,,6.2%,,4.0%,*,3.8%,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,66.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,67,High school graduate or higher,78.9%,75.0%,*,76.0%,,71.5%,*,71.4%,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,68,Bachelor's degree or higher,24.4%,23.9%,,24.4%,,20.4%,*,19.6%,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,68.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,68.5,VETERAN STATUS,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,69,Civilian population 18 years and over,"143,019","142,151",,"146,086",*,"148,939",*,"148,995",*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,70,Civilian veterans,2.6%,2.5%,,2.3%,,3.1%,,2.9%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,70.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,70.5,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,71,Total Civilian Noninstitutionalized Population,"173,773","173,496",,"180,350",*,"184,613",*,"187,416",*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,72,With a disability,17.8%,17.9%,,17.7%,,16.6%,,19.5%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,72.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,73,Under 18 years,"31,336","31,980",,"35,046",*,"36,283",*,"39,291",*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,74,With a disability,5.0%,2.4%,,5.3%,,5.5%,,5.1%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,74.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,75,18 to 64 years,"104,754","104,889",,"108,659",*,"112,557",*,"112,363",*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,76,With a disability,13.8%,16.5%,,13.2%,,12.9%,,16.0%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,76.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,77,65 years and over,"37,683","36,627",,"36,645",,"35,773",*,"35,762",
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,78,With a disability,39.5%,35.2%,,42.8%,,39.7%,,46.1%,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,78.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,78.5,RESIDENCE 1 YEAR AGO,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,79,Population 1 year and over,"173,790","173,091",*,"180,017",*,"184,312",*,"186,930",*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,80,Same house,94.8%,94.4%,,96.9%,*,95.4%,,95.5%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,81,Different house in Puerto Rico or the U.S.,5.1%,5.5%,,2.9%,*,4.6%,,4.5%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,82,In Puerto Rico,4.7%,4.9%,,2.7%,*,4.1%,,4.2%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,83,Same municipio,3.2%,3.7%,,1.6%,*,3.0%,,2.3%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,84,Different municipio,1.5%,1.2%,,1.1%,,1.1%,,1.9%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,85,In the United States,0.4%,0.6%,,0.2%,,0.5%,,0.2%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,86,Elsewhere,0.1%,0.1%,,0.1%,,0.1%,,0.0%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,86.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,86.5,PLACE OF BIRTH,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,87,Total population,"174,606","174,271",c,"181,643",c,"185,250",c,"188,295",c
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,88,Native,99.1%,99.4%,,99.2%,,99.4%,,98.8%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,89,Born in Puerto Rico or the United States,98.5%,99.2%,*,99.0%,,99.3%,*,98.8%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,90,In Puerto Rico,91.3%,92.9%,,93.4%,*,94.5%,*,92.5%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,91,In the United States,7.3%,6.3%,,5.5%,,4.8%,*,6.4%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,92,"Born in U.S. Island Areas, or born abroad of American parents",0.5%,0.2%,,0.2%,,0.1%,*,0.0%,*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,93,Foreign born,0.9%,0.6%,,0.8%,,0.6%,,1.2%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,93.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,93.5,U.S. CITIZENSHIP STATUS,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,94,Foreign-born population,"1,636","1,008",,"1,483",,"1,062",,"2,201",
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,95,Naturalized U.S. citizen,61.9%,60.0%,,58.8%,,54.0%,,36.4%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,96,Not a U.S. citizen,38.1%,40.0%,,41.2%,,46.0%,,63.6%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,96.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,96.5,YEAR OF ENTRY,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,97,Population born outside Puerto Rico,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,97.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,98,Native,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,99,Entered 2010 or later,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,100,Entered before 2010,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,100.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,101,Foreign born,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,102,Entered 2010 or later,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,103,Entered before 2010,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,103.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,103.5,WORLD REGION OF BIRTH OF FOREIGN BORN,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,104,"Foreign-born population, excluding population born at sea",N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,105,Europe,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,106,Asia,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,107,Africa,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,108,Oceania,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,109,Latin America,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,110,Northern America,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,110.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,110.5,LANGUAGE SPOKEN AT HOME,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,111,Population 5 years and over,"168,488","167,720",,"173,895",*,N,,"179,597",*
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,112,English only,5.2%,4.6%,,4.9%,,N,,4.9%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,113,Language other than English,94.8%,95.4%,,95.1%,,N,,95.1%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,114,"Speak English less than ""very well""",80.8%,84.3%,*,78.2%,,N,,82.7%,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,115,Spanish,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,116,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,117,Other Indo-European languages,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,118,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,119,Asian and Pacific Islander languages,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,120,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,121,Other languages,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,122,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,122.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,122.5,ANCESTRY,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,123,Total population,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,124,American,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,125,Arab,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,126,Czech,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,127,Danish,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,128,Dutch,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,129,English,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,130,French (except Basque),N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,131,French Canadian,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,132,German,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,133,Greek,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,134,Hungarian,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,135,Irish,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,136,Italian,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,137,Lithuanian,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,138,Norwegian,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,139,Polish,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,140,Portuguese,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,141,Russian,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,142,Scotch-Irish,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,143,Scottish,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,144,Slovak,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,145,Subsaharan African,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,146,Swedish,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,147,Swiss,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,148,Ukrainian,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,149,Welsh,N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,150,West Indian (excluding Hispanic origin groups),N,N,,N,,N,,N,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,150.3,,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,150.5,COMPUTERS AND INTERNET USE,,,,,,,,,
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,151,Total households,"65,208","64,093",,"68,855",*,"66,520",,(X),
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,152,With a computer,76.2%,71.3%,*,68.9%,*,63.5%,*,(X),
CP02PR,31000US11640,"Arecibo, PR Metro Area",1,153,With a broadband Internet subscription,71.8%,66.5%,*,62.4%,*,51.1%,*,(X),
CP02PR,31000US25020,"Guayama, PR Metro Area",1,0,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,0.5,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,0.8,HOUSEHOLDS BY TYPE,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,1,Total households,"24,247","25,441",,"25,610",,"26,740",,"26,854",
CP02PR,31000US25020,"Guayama, PR Metro Area",1,2,Married-couple family,37.5%,32.6%,,34.9%,,35.3%,,37.8%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,3,With own children of the householder under 18 years,8.6%,8.3%,,9.2%,,11.9%,,10.0%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,4,Cohabiting couple household,7.9%,9.0%,,8.4%,,6.6%,,11.4%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,5,With own children of the householder under 18 years,2.8%,4.5%,,3.5%,,4.4%,,4.5%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,6,"Male householder, no spouse/partner present",19.9%,20.1%,,15.6%,,16.3%,,16.3%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,7,With own children of the householder under 18 years,0.8%,0.5%,,0.8%,,0.4%,,0.0%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,8,Householder living alone,15.9%,14.0%,,11.3%,,12.7%,,13.7%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,9,65 years and over,8.8%,6.1%,,6.0%,,5.8%,,4.3%,*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,10,"Female householder, no spouse/partner present",34.8%,38.2%,,41.1%,,41.8%,*,34.5%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,11,With own children of the householder under 18 years,7.2%,10.5%,,12.4%,*,8.5%,,8.7%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,12,Householder living alone,14.1%,16.7%,,18.4%,,18.2%,,16.9%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,13,65 years and over,7.3%,7.4%,,10.4%,,6.1%,,8.8%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,13.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,14,Households with one or more people under 18 years,23.9%,29.5%,,30.0%,,30.1%,,28.7%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,15,Households with one or more people 65 years and over,42.2%,37.0%,,36.4%,,33.9%,*,36.8%,*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,15.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,16,Average household size,2.77,2.67,,2.79,,2.84,,2.83,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,17,Average family size,3.54,3.37,,3.46,,3.61,,3.59,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,17.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,17.5,RELATIONSHIP,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,18,Population in households,"67,102","67,815",,"71,356",,"75,989",*,"75,960",*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,19,Householder,36.1%,37.5%,,35.9%,,35.2%,,35.4%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,20,Spouse,13.5%,12.2%,,11.9%,,12.6%,,13.0%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,21,Unmarried partner,3.1%,3.6%,,3.1%,,2.1%,,4.4%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,22,Child,34.8%,32.6%,,37.4%,,38.2%,,36.4%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,23,Other relatives,12.2%,13.4%,,10.5%,,11.3%,,9.8%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,24,Other nonrelatives,0.3%,0.7%,,1.2%,,0.6%,,1.1%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,24.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,24.5,MARITAL STATUS,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,25,Males 15 years and over,"29,502","29,715",,"29,481",,"30,461",,"30,595",
CP02PR,31000US25020,"Guayama, PR Metro Area",1,26,Never married,48.7%,47.0%,,51.2%,,44.1%,,48.8%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,27,"Now married, except separated",34.8%,35.2%,,31.5%,,34.5%,,33.4%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,28,Separated,0.3%,2.1%,*,2.2%,*,2.1%,*,2.6%,*
