TBLID,GEOID,GEONAME,PROFTBL,PROFLN,TITLE,EST_19,EST_18,SIG90_19_18,EST_17,SIG90_19_17,EST_16,SIG90_19_16,EST_15,SIG90_19_15
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,60,Less than 9th grade,9.2%,11.2%,,12.1%,*,12.6%,*,13.1%,*
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,61,"9th to 12th grade, no diploma",6.2%,7.2%,,5.7%,,7.1%,,6.7%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,62,High school graduate (includes equivalency),30.0%,24.6%,*,27.6%,,26.7%,,25.6%,*
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,63,"Some college, no degree",13.3%,12.8%,,14.4%,,12.5%,,14.6%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,64,Associate's degree,8.4%,10.0%,,9.7%,,10.0%,,10.0%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,65,Bachelor's degree,23.0%,23.5%,,21.3%,,23.0%,,19.3%,*
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,66,Graduate or professional degree,9.9%,10.6%,,9.2%,,8.0%,,10.6%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,66.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,67,High school graduate or higher,84.6%,81.5%,,82.2%,,80.3%,*,80.2%,*
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,68,Bachelor's degree or higher,32.9%,34.1%,,30.4%,,31.0%,,29.9%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,68.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,68.5,VETERAN STATUS,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,69,Civilian population 18 years and over,"102,504","101,433",*,"104,075",*,"105,039",*,"105,883",*
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,70,Civilian veterans,3.2%,2.9%,,3.3%,,4.9%,*,3.1%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,70.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,70.5,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,71,Total Civilian Noninstitutionalized Population,"124,149","123,881",,"129,260",*,"131,484",*,"133,880",*
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,72,With a disability,25.9%,25.7%,,21.9%,*,23.3%,,23.1%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,72.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,73,Under 18 years,"22,082","22,936",*,"25,373",*,"26,846",*,"28,457",*
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,74,With a disability,16.5%,13.4%,,12.5%,,9.7%,,10.8%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,74.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,75,18 to 64 years,"76,113","75,694",*,"78,582",*,"79,828",*,"81,623",*
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,76,With a disability,21.0%,20.5%,,16.5%,*,19.6%,,19.8%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,76.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,77,65 years and over,"25,954","25,251",*,"25,305",*,"24,810",*,"23,800",*
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,78,With a disability,47.9%,52.6%,,48.0%,,50.1%,,48.9%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,78.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,78.5,RESIDENCE 1 YEAR AGO,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,79,Population 1 year and over,"124,174","123,622",,"128,627",*,"130,997",*,"133,939",*
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,80,Same house,89.0%,87.2%,,87.0%,,88.7%,,89.2%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,81,Different house in Puerto Rico or the U.S.,10.8%,12.8%,,13.0%,,11.3%,,10.7%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,82,In Puerto Rico,9.6%,12.4%,,12.2%,,11.0%,,9.2%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,83,Same municipio,5.1%,8.5%,*,8.9%,*,8.5%,*,5.6%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,84,Different municipio,4.5%,3.8%,,3.3%,,2.5%,,3.7%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,85,In the United States,1.2%,0.4%,,0.8%,,0.3%,*,1.5%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,86,Elsewhere,0.2%,0.0%,,0.0%,,0.1%,,0.1%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,86.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,86.5,PLACE OF BIRTH,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,87,Total population,"124,606","124,434",c,"129,604",c,"132,164",c,"134,481",c
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,88,Native,97.9%,97.8%,,98.5%,,98.1%,,98.5%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,89,Born in Puerto Rico or the United States,97.7%,97.8%,,97.9%,,97.7%,,98.1%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,90,In Puerto Rico,92.6%,92.8%,,92.7%,,92.4%,,94.7%,*
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,91,In the United States,5.1%,5.0%,,5.1%,,5.3%,,3.4%,*
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,92,"Born in U.S. Island Areas, or born abroad of American parents",0.2%,0.1%,,0.7%,,0.4%,,0.5%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,93,Foreign born,2.1%,2.2%,,1.5%,,1.9%,,1.5%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,93.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,93.5,U.S. CITIZENSHIP STATUS,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,94,Foreign-born population,"2,676","2,695",,"1,896",,"2,513",,"1,962",
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,95,Naturalized U.S. citizen,73.3%,67.1%,,42.1%,*,63.3%,,24.5%,*
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,96,Not a U.S. citizen,26.7%,32.9%,,57.9%,*,36.7%,,75.5%,*
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,96.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,96.5,YEAR OF ENTRY,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,97,Population born outside Puerto Rico,"9,240","8,996",,N,,"10,000",,"7,179",
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,97.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,98,Native,"6,564","6,301",,N,,"7,487",,"5,217",
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,99,Entered 2010 or later,17.3%,13.9%,,N,,5.2%,,13.4%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,100,Entered before 2010,82.7%,86.1%,,N,,94.8%,,86.6%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,100.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,101,Foreign born,"2,676","2,695",,N,,"2,513",,"1,962",
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,102,Entered 2010 or later,17.6%,12.9%,,N,,16.8%,,11.3%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,103,Entered before 2010,82.4%,87.1%,,N,,83.2%,,88.7%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,103.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,103.5,WORLD REGION OF BIRTH OF FOREIGN BORN,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,104,"Foreign-born population, excluding population born at sea",N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,105,Europe,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,106,Asia,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,107,Africa,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,108,Oceania,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,109,Latin America,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,110,Northern America,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,110.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,110.5,LANGUAGE SPOKEN AT HOME,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,111,Population 5 years and over,"120,299","119,802",c,"124,226",c,"126,262",c,"127,941",c
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,112,English only,6.6%,5.0%,,8.0%,,5.8%,,7.0%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,113,Language other than English,93.4%,95.0%,,92.0%,,94.2%,,93.0%,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,114,"Speak English less than ""very well""",72.4%,75.4%,,74.6%,,78.7%,*,80.2%,*
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,115,Spanish,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,116,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,117,Other Indo-European languages,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,118,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,119,Asian and Pacific Islander languages,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,120,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,121,Other languages,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,122,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,122.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,122.5,ANCESTRY,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,123,Total population,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,124,American,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,125,Arab,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,126,Czech,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,127,Danish,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,128,Dutch,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,129,English,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,130,French (except Basque),N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,131,French Canadian,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,132,German,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,133,Greek,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,134,Hungarian,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,135,Irish,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,136,Italian,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,137,Lithuanian,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,138,Norwegian,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,139,Polish,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,140,Portuguese,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,141,Russian,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,142,Scotch-Irish,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,143,Scottish,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,144,Slovak,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,145,Subsaharan African,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,146,Swedish,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,147,Swiss,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,148,Ukrainian,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,149,Welsh,N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,150,West Indian (excluding Hispanic origin groups),N,N,,N,,N,,N,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,150.3,,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,150.5,COMPUTERS AND INTERNET USE,,,,,,,,,
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,151,Total households,"47,669","47,374",,"46,753",,"48,272",,(X),
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,152,With a computer,81.2%,79.9%,,76.4%,*,72.9%,*,(X),
CP02PR,05000US72025,"Caguas Municipio, Puerto Rico",1,153,With a broadband Internet subscription,79.0%,75.7%,,72.4%,*,64.8%,*,(X),
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,0,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,0.5,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,0.8,HOUSEHOLDS BY TYPE,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,1,Total households,"58,602","61,313",,"64,051",*,"63,447",*,"63,199",*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,2,Married-couple family,28.5%,35.5%,*,30.0%,,33.0%,*,34.6%,*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,3,With own children of the householder under 18 years,6.0%,8.9%,*,7.3%,,10.0%,*,10.5%,*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,4,Cohabiting couple household,9.0%,9.2%,,10.6%,,8.7%,,7.1%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,5,With own children of the householder under 18 years,2.4%,3.8%,,4.9%,*,5.2%,*,3.4%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,6,"Male householder, no spouse/partner present",18.6%,14.4%,*,16.4%,,14.6%,*,15.6%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,7,With own children of the householder under 18 years,0.3%,0.6%,,1.1%,,0.8%,,0.6%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,8,Householder living alone,12.4%,10.4%,,11.6%,,9.8%,,11.5%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,9,65 years and over,4.0%,4.2%,,3.2%,,2.9%,,3.0%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,10,"Female householder, no spouse/partner present",44.0%,40.9%,,42.9%,,43.7%,,42.7%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,11,With own children of the householder under 18 years,11.0%,10.0%,,7.9%,*,10.6%,,10.4%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,12,Householder living alone,19.5%,19.0%,,19.4%,,18.3%,,17.4%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,13,65 years and over,12.3%,11.5%,,10.4%,,8.6%,*,9.9%,*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,13.3,,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,14,Households with one or more people under 18 years,23.9%,26.4%,,26.1%,,31.1%,*,29.4%,*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,15,Households with one or more people 65 years and over,41.2%,40.6%,,39.1%,,37.7%,*,37.8%,*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,15.3,,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,16,Average household size,2.50,2.40,,2.40,,2.49,,2.55,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,17,Average family size,3.19,2.95,,2.98,,2.98,,3.15,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,17.3,,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,17.5,RELATIONSHIP,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,18,Population in households,"146,336","146,870",*,"153,774",*,"157,754",*,"161,119",*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,19,Householder,40.0%,41.7%,,41.7%,,40.2%,,39.2%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,20,Spouse,11.1%,14.7%,*,12.5%,,13.3%,*,13.5%,*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,21,Unmarried partner,3.9%,3.9%,,4.4%,,3.5%,,2.9%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,22,Child,31.7%,32.1%,,30.5%,,32.9%,,33.0%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,23,Other relatives,11.8%,7.2%,*,10.2%,,7.9%,*,9.9%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,24,Other nonrelatives,1.5%,0.3%,*,0.8%,,2.1%,,1.5%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,24.3,,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,24.5,MARITAL STATUS,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,25,Males 15 years and over,"57,122","57,038",c,"58,784",c,"60,147",c,"60,941",c
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,26,Never married,40.5%,35.6%,*,41.3%,,40.4%,,42.5%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,27,"Now married, except separated",36.4%,43.7%,*,37.0%,,39.0%,,41.4%,*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,28,Separated,3.2%,3.2%,,2.7%,,3.3%,,1.6%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,29,Widowed,3.2%,5.3%,*,4.9%,,3.0%,,2.5%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,30,Divorced,16.7%,12.1%,*,14.1%,,14.3%,,12.0%,*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,30.3,,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,31,Females 15 years and over,"70,023","69,881",c,"72,738",c,"73,862",c,"74,686",c
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,32,Never married,40.3%,34.1%,*,34.3%,*,37.3%,,36.7%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,33,"Now married, except separated",24.1%,30.8%,*,29.4%,*,30.7%,*,30.3%,*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,34,Separated,4.1%,3.1%,,5.0%,,2.8%,,2.5%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,35,Widowed,14.1%,10.7%,*,11.6%,*,11.8%,,12.5%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,36,Divorced,17.3%,21.4%,*,19.7%,,17.4%,,18.1%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,36.3,,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,36.5,FERTILITY,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,37,Number of women 15 to 50 years old who had a birth in the past 12 months,N,N,,N,,"1,104",,"1,882",
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,38,"Unmarried women (widowed, divorced, and never married)",N,N,,N,,54.9%,,53.9%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,39,"Per 1,000 unmarried women",N,N,,N,,21,,35,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,40,"Per 1,000 women 15 to 50 years old",N,N,,N,,28,,47,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,41,"Per 1,000 women 15 to 19 years old",N,N,,N,,0,,0,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,42,"Per 1,000 women 20 to 34 years old",N,N,,N,,53,,92,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,43,"Per 1,000 women 35 to 50 years old",N,N,,N,,15,,22,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,43.3,,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,43.5,GRANDPARENTS,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,44,Number of grandparents living with own grandchildren under 18 years,N,N,,N,,"4,090",,"5,126",
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,45,Grandparents responsible for grandchildren,N,N,,N,,43.5%,,31.1%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,45.9,Years responsible for grandchildren,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,46,Less than 1 year,N,N,,N,,1.2%,,4.8%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,47,1 or 2 years,N,N,,N,,4.0%,,4.6%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,48,3 or 4 years,N,N,,N,,7.8%,,8.3%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,49,5 or more years,N,N,,N,,30.4%,,13.6%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,49.3,,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,50,Number of grandparents responsible for own grandchildren under 18 years,N,N,,N,,"1,778",,"1,596",
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,51,Who are female,N,N,,N,,63.9%,,65.7%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,52,Who are married,N,N,,N,,51.0%,,73.6%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,52.3,,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,52.5,SCHOOL ENROLLMENT,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,53,Population 3 years and over enrolled in school,"35,702","34,410",,"37,510",,"40,913",*,"39,701",*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,54,"Nursery school, preschool",3.7%,7.0%,*,4.0%,,6.6%,*,4.7%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,55,Kindergarten,3.6%,3.1%,,3.4%,,3.5%,,3.0%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,56,Elementary school (grades 1-8),33.9%,37.8%,,38.6%,*,36.1%,,38.7%,*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,57,High school (grades 9-12),20.9%,19.8%,,17.3%,,18.2%,,23.1%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,58,College or graduate school,37.9%,32.3%,*,36.7%,,35.7%,,30.4%,*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,58.3,,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,58.5,EDUCATIONAL ATTAINMENT,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,59,Population 25 years and over,"108,072","107,536",c,"110,630",c,"112,151",c,"112,982",c
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,60,Less than 9th grade,7.9%,7.2%,,9.2%,,9.8%,,11.5%,*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,61,"9th to 12th grade, no diploma",5.0%,6.1%,,4.4%,,7.4%,*,6.3%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,62,High school graduate (includes equivalency),26.5%,25.7%,,25.4%,,26.7%,,24.8%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,63,"Some college, no degree",13.9%,13.9%,,15.9%,,13.7%,,14.9%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,64,Associate's degree,12.9%,13.5%,,12.2%,,11.9%,,12.2%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,65,Bachelor's degree,25.9%,23.2%,,24.2%,,22.4%,*,21.5%,*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,66,Graduate or professional degree,7.9%,10.4%,*,8.7%,,8.0%,,8.8%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,66.3,,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,67,High school graduate or higher,87.2%,86.7%,,86.4%,,82.8%,*,82.2%,*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,68,Bachelor's degree or higher,33.9%,33.7%,,32.9%,,30.5%,,30.3%,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,68.3,,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,68.5,VETERAN STATUS,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,69,Civilian population 18 years and over,"121,991","121,332",*,"125,207",*,"127,479",*,"129,108",*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,70,Civilian veterans,3.0%,4.0%,,3.8%,,3.2%,,4.4%,*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,70.3,,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,70.5,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,,,,,,,,,
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,71,Total Civilian Noninstitutionalized Population,"146,505","146,898",,"153,773",*,"157,792",*,"161,297",*
CP02PR,05000US72031,"Carolina Municipio, Puerto Rico",1,72,With a disability,19.8%,19.4%,,22.7%,*,22.5%,*,23.6%,*
